split,original_text,original_label,paraphrased_text
train,"the crime matters less than the characters , although the filmmakers supply enough complications , close calls and double-crosses to satisfy us .",1,Explanation:
train,[an] hilarious romantic comedy .,1,a funny romantic movie
train,the actors are fantastic . they are what makes it worth the trip to the theatre .,1,The actors are what makes the theatre worth the trip.
train,"ranging from funny to shattering and featuring some of the year's best acting , personal velocity gathers plenty of dramatic momentum .",1,"Original: when it's not being funny, it's shattering and it features some of the year's best acting."
train,"i complain all the time about seeing the same ideas repeated in films over and over again , but the bourne identity proves that a fresh take is always possible .",1,________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________
train,recalls quiet freak-outs like l'avventura and repulsion .,1,Explanation:
train,"only an epic documentary could get it all down , and spike lee's jim brown : all american at long last gives its subject a movie worthy of his talents .",1,Spike Lee's Jim Brown : All American gives its subject a movie worthy of his talents.
train,. . . as the story congeals you feel the pieces of the star wars saga falling into place in a way that makes your spine tingle with revelation and excitement .,1,... as the story unfolds you feel the pieces of the star wars saga falling into place in a way that makes your spine tingle with revelation and excitement.
train,a great comedy filmmaker knows great comedy needn't always make us laugh . tim story's not there yet - but 'barbershop' shows he's on his way .,1,Original: the best comedy filmmaker doesn't always make us laugh. tim story isn't there yet - but 'barbershop' shows he's on his way.
train,the movie is one of the best examples of artful large format filmmaking you are likely to see anytime soon .,1,Answer:
train,"well-written , nicely acted and beautifully shot and scored , the film works on several levels , openly questioning social mores while ensnaring the audience with its emotional pull .",1,Explanation:
train,"jason x has cheesy effects and a hoary plot , but its macabre , self-deprecating sense of humor makes up for a lot .",1,"jason x is a cheesy horror movie with a hoary plot. but its macabre, self-deprecating sense of humor makes up for a lot."
train,"[taymor] utilizes the idea of making kahlo's art a living , breathing part of the movie , often catapulting the artist into her own work . this isn't a new idea . it's been done before but never so vividly or with so much passion .",1,The tone of this sentence is one of excitement and admiration. The writer is impressed by the film's use of
train,an impressive if flawed effort that indicates real talent .,1,an impressive but flawed effort that indicates real talent.
train,two generations within one family test boundaries in this intelligent and restrained coming-of-age drama .,1,What is the tone of the following text?
train,disturbing and brilliant documentary .,1,<h2>Answer</h2>
train,". . . mesmerizing , an eye-opening tour of modern beijing culture in a journey of rebellion , retreat into oblivion and return .",1,....
train,not too far below the gloss you can still feel director denis villeneuve's beating heart and the fondness he has for his characters .,1,Explanation:
train,"as if to prove a female director can make a movie with no soft edges , kathryn bigelow offers no sugar-coating or interludes of lightness . her film is unrelentingly claustrophobic and unpleasant .",1,"as if to prove a female director can make a movie with no soft edges, Katheryn Bigelow offers no sugar-coating or interludes of lightness. Her film is unrelentingly claustrophobic and unpleasant."
train,[villeneuve] seems to realize intuitively that even morality is reduced to an option by the ultimate mysteries of life and death .,1,Original: [villeneuve] seems to realize intuitively that even morality is reduced to an option by the ultimate mysteries of life and death.
train,the result is mesmerizing -- filled with menace and squalor .,1,________________________________________________________
train,fisher has bared his soul and confronted his own shortcomings here in a way . . . that feels very human and very true to life .,1,fisher has bared his soul and confronted his own shortcomings here in a way that feels very human and very true to life.
train,"it's fun , but the code-talk will fly right over everyone's head",1,"Original: it's fun, but the code-talk will fly right over everyone's head"
train,what makes the movie a comedy is the way it avoids the more serious emotions involved .,1,The movie is a comedy because it avoids the more serious emotions involved.
train,an exhilarating experience .,1,an exciting experience.
train,"this cuddly sequel to the 1999 hit is a little more visually polished , a little funnier , and a little more madcap .",1,"The sequel to the 1999 hit is a little more visually polished, a little funnier and a little more madcap."
train,"the pleasures of super troopers may be fleeting , but they'll register strongly with anybody who still retains a soft spot for precollegiate humor .",1,Explanation:
train,"the film is exhilarating to watch because sandler , liberated from the constraints of formula , reveals unexpected depths as an actor .",1,"the film is exhilarating to watch because sandler, liberated from the constraints of formula, reveals unexpected depths as an actor."
train,"a distant , even sterile , yet compulsively watchable look at the sordid life of hogan's heroes star bob crane .",1,"Original: a distant, even sterile, yet compulsively watchable look at the sordid life of hogan's heroes star bob crane."
train,"the film delivers not just the full assault of reno's immense wit and insight , but a time travel back to what it felt like during those unforgettably uncertain days .",1,<h3>Paraphrasing:</h3>
train,what might have been a predictably heartwarming tale is suffused with complexity .,1,"The original text talks about a predictably heartwarming tale, but it is not as simple as it seems. It is complicated and not as easy to understand as one might think."
train,"sound the trumpets : for the first time since desperately seeking susan , madonna doesn't suck as an actress .",1,"Original: there's a new face in the cast of the latest blockbuster movie, and it's not the one you'd expect. madonna, who was last seen in the critically panned ""desperately seeking susan,"" has come back to the big screen in a surprisingly good role."
train,"[ "" take care of my cat "" ] is an honestly nice little film that takes us on an examination of young adult life in urban south korea through the hearts and minds of the five principals .",1,Original: the five principals are the five main characters who are all trying to navigate their lives in the city of south korea.
train,"as the story moves inexorably through its seven day timeframe , the picture becomes increasingly mesmerizing .",1,"The story moves forward through its seven day timeframe, and the picture becomes more and more mesmerizing."
train,maguire is a surprisingly effective peter/spider-man .,1,maguire is an effective peter/spider-man.
train,the film runs on equal parts of innocence and wisdom -- wisdom that comes with experience . it has fun being grown up .,1,"the film is about the balance of innocence and wisdom, wisdom that comes with experience. It has fun being grown up."
train,like old myths and wonder tales spun afresh .,1,Explanation:
train,"rarely do films come along that are as intelligent , exuberant , and moving as monsoon wedding .",1,"The film ""Monsoon Wedding"" is a rare and exceptional piece of cinema. It is a masterful blend of intelligence, exuberance, and emotion that leaves a lasting impact on the viewer. From the very first frame, the film captivates the audience with its sharp wit and vibrant energy. The characters are fully realized and their struggles are both relatable and inspiring. The film's exploration of the complexities of family, love, and identity is both thought-provoking and emotionally resonant."
train,one scarcely needs the subtitles to enjoy this colorful action farce .,1,Original: The film has a lot of action and is a comedy. It is colorful and is easy to understand.
train,quite funny for the type of movie it is . . .,1,________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________
train,"it's often infuriatingly glib and posturing , and yet it has been made with great evident care and manages to deliver up the man in a way to arouse further curiosity in even the most unknowing viewer .",1,"Original: i remember vividly being at the premiere of the film and being struck by the way that the film was made, the way that it was shot, the way that it was edited."
train,one of [herzog's] least inspired works .,1,one of [herzog's] least successful works.
train,"this boisterous comedy serves up a cruel reminder of the fate of hundreds of thousands of chinese , one which can only qualify as a terrible tragedy .",1,The boisterous comedy of the Chinese tragedy is a cruel reminder of the fate of hundreds of thousands of Chinese.
train,"elling really is about a couple of crazy guys , and it's therapeutic to laugh along with them .",1,<h2>Answer:</h2>
train,never [sinks] into exploitation .,1,never sinks into exploitation
train,an irresistible combination of a rousing good story set on a truly grand scale .,1,Original: The Great Gatsby is a classic novel of the American dream.
train,there's no denying the physically spectacular qualities of the film . . . or the emotional integrity of the performances .,1,Answer:
train,few films this year have been as resolute in their emotional nakedness .,1,<strong>Explanation:</strong>
train,"exquisitely acted and masterfully if preciously interwoven [the film] addresses in a fascinating , intelligent manner the intermingling of race , politics and local commerce .",1,<h2>Paraphrasing</h2>
train,"stevenson's performance is at once clueless and fiercely committed , a volatile combination .",1,Original: He has a rare ability to make us feel his characters' pain.
train,this is a very fine movie -- go see it .,1,I really liked this movie -- you should see it.
train,"as shaky as the plot is , kaufman's script is still memorable for some great one-liners .",1,thanks!
train,"despite its flaws , secretary stays in your head and makes you question your own firmly held positions .",1,"despite its flaws, secretary stays in your head and makes you question your own firmly held positions."
train,"one of those rare , exhilarating cinematic delights that gets even better in hindsight , as you mull over its every nuance in your mind .",1,Explanation:
train,"not everything works , but the average is higher than in mary and most other recent comedies .",1,"The film is not perfect, but it is better than most other recent comedies."
train,a byzantine melodrama that stimulates the higher brain functions as well as the libido .,1,<h2><b>Example</b></h2>
train,a sensitive and expertly acted crowd-pleaser that isn't above a little broad comedy and a few unabashedly sentimental tears .,1,Explanation:
train,"the film's sharp , often mischievous sense of humor will catch some off guard . . .",1,<h2>Paraphrasing</h2>
train,"does what a fine documentary does best : it extends a warm invitation into an unfamiliar world , then illuminates it fully and allows the larger implications of the journey to sink in unobtrusively .",1,"Original: a fine documentary does what it does best : it extends a warm invitation into an unfamiliar world, then illuminates it fully and allows the larger implications of the journey to sink in unobtrusively."
train,"almost every scene in this film is a gem that could stand alone , a perfectly realized observation of mood , behavior and intent .",1,"Original: it is a masterpiece of the art of movie-making, in which the director has taken the most important elements of the film and put them together to create a perfect work of art."
train,a psychologically rich and suspenseful moral thriller with a stellar performance by al pacino .,1,a suspenseful thriller with a stellar performance by al pacino.
train,"you won't believe much of it , but you will laugh at the audacity , at the who's who casting and the sheer insanity of it all .",1,"I can't believe how much it will cost, but I will laugh at the audacity, at the who's who casting and the sheer insanity of it all."
train,"this version's no classic like its predecessor , but its pleasures are still plentiful .",1,________________________________________________________________________
train,the bourne identity is what summer screen escapism used to be in the decades when it was geared more to grownups .,1,___________________________________________________________
train,provide[s] nail-biting suspense and credible characters without relying on technology-of-the-moment technique or pretentious dialogue .,1,A. Nail-biting suspense and credible characters are provided without the use of technology-of-the-moment technique or pretentious dialogue.
train,"if it tried to do anything more , it would fail and perhaps explode , but at this level of manic whimsy , it is just about right .",1,<h2>Paraphrase</h2>
train,too sincere to exploit its subjects and too honest to manipulate its audience .,1,Explanation:
train,the saturation bombing of reggio's images and glass' evocative music . . . ultimately leaves viewers with the task of divining meaning .,1,Original: the saturation bombing of reggio's images and glass' evocative music... ultimately leaves viewers with the task of divining meaning.
train,for all its serious sense of purpose . . . [it] finds a way to lay bare the tragedies of its setting with a good deal of warmth and humor .,1,A. for all its serious sense of purpose... [it] finds a way to lay bare the tragedies of its setting with a good deal of warmth and humor.
train,"a depressing confirmation of everything those of us who don't object to the description "" unelected "" have suspected all along : george w . bush is an incurious , uncharismatic , overgrown frat boy with a mean streak a mile wide .",1,<b>Answer</b>
train,"this road movie gives you emotional whiplash , and you'll be glad you went along for the ride .",1,Original: the movie was full of emotional ups and downs and it was a great ride.
train,"sure , it's more of the same , but as the film proves , that's not always a bad thing .",1,<h2>Paraphrase</h2>
train,"a lighthearted , feel-good film that embraces the time-honored truth that the most powerful thing in life is love .",1,Explanation:
train,"a bowel-curdling , heart-stopping recipe for terror .",1,a recipe for horror that makes you feel sick and terrified.
train,"daughter from danang is a film that should be seen by all , especially those who aren't aware of , or have forgotten about the unmentioned victims of war .",1,"The film Daughter from Danang should be seen by all, especially those who are unaware or have forgotten about the unmentioned victims of war."
train,"zhang yimou delivers warm , genuine characters who lie not through dishonesty , but because they genuinely believe it's the only way to bring happiness to their loved ones .",1,"Zhang Yimou presents characters that are warm and genuine. They lie not through dishonesty, but because they genuinely believe it's the only way to bring happiness to their loved ones."
train,. . . breathes surprising new life into the familiar by amalgamating genres and adding true human complexity to its not-so-stock characters .,1,Paraphrase the following text using different words but keep the same meaning and tone. Be concise and natural:
train,"' . . . both hokey and super-cool , and definitely not in a hurry , so sit back , relax and have a few laughs while the little ones get a fuzzy treat . '",1,Show more
train,a pleasant romantic comedy .,1,Explanation:
train,it's a count for our times .,1,we can count on it for our times.
train,"greengrass has delivered an undoubted stylistic tour-de-force , and has managed elements such as sound and cinematography with skill",1,<h2>The original text is:</h2>
train,"smith's point is simple and obvious -- people's homes are extensions of themselves , and particularly eccentric people have particularly eccentric living spaces -- but his subjects are charmers .",1,"Smith's point is simple and obvious. People's homes are extensions of themselves, and particularly eccentric people have particularly eccentric living spaces. However, his subjects are charmers."
train,"a romantic comedy , yes , but one with characters who think and talk about their goals , and are working on hard decisions .",1,"A romantic comedy, yes, but one with characters who think and talk about their goals, and are working on hard decisions."
train,vividly conveys both the pitfalls and the pleasures of over-the-top love .,1,"Original: It's a fun, engaging read for anyone who enjoys romance novels."
train,". . . a weak , manipulative , pencil-thin story that is miraculously able to entertain anyway .",1,"... a weak, manipulative, pencil-thin story that is miraculously able to entertain anyway."
train,a pro-fat farce that overcomes much of its excessive moral baggage thanks to two appealing lead performances .,1,Explanation:
train,"for the first two-thirds of this sparklingly inventive and artful , always fast and furious tale , kids will go happily along for the ride .",1,"Original: the new film by george miller, the director of mad max, is a wonderful fantasy, set in a strange world where people are born as adults and must be killed by their parents before they become children."
train,"majidi's poetic love story is a ravishing consciousness-raiser , if a bit draggy at times .",1,"The story of Majidi's poetic love is a wonderful thing that makes you think, but it can be a little boring sometimes."
train,the smartest bonehead comedy of the summer .,1,"The original text is a positive review of a movie, praising its humor and wit. The paraphrased version conveys the same message but uses different words to do so."
train,effectively feeds our senses with the chilling sights and sounds from within the camp to create a completely numbing experience .,1,"<h2>""A Night in the Woods"" by Edgar Allan Poe</h2>"
train,i love the way that it took chances and really asks you to take these great leaps of faith and pays off .,1,I love how it takes risks and really asks you to take these great leaps of faith and pays off.
train,"in his debut as a film director , denzel washington delivers a lean and engaging work .",1,"In his debut as a film director, Denzel Washington delivers a lean and engaging work."
train,only two words will tell you what you know when deciding to see it : anthony . hopkins .,1,Hopkins's performance is the only reason to see this film.
train,"the movie's quiet affirmation of neighborhood values gives it an honest , lived-in glow .",1,Answer:
train,"a teasing drama whose relentless good-deed/bad-deed reversals are just interesting enough to make a sinner like me pray for an even more interesting , less symmetrical , less obviously cross-shaped creation .",1,Answer:
train,hayek is stunning as frida and . . . a star-making project .,1,hayek is... a star-making project
train,it's both a necessary political work and a fascinating documentary . . .,1,"Original: A year after the death of his beloved wife, Robert Redford returns to his home in Colorado, where he is greeted by friends and family."
train,"hilarious , acidic brit comedy .",1,British comedy with humor and sarcasm
train,"as a revenge thriller , the movie is serviceable , but it doesn't really deliver the delicious guilty pleasure of the better film versions .",1,"The movie is an effective revenge thriller, but it doesn't provide the satisfying guilty pleasure that the best film versions do."
train,an ironic speculation on democracy in a culture unaccustomed to it .,1,Explanation:
train,"it's not life-affirming  its vulgar and mean , but i liked it .",1,"it's not life-affirming, but it's vulgar and mean, and i like it."
train,several degrees shy of the gross-out contests one expects from current teen fare .,1,Explanation:
train,the inherent strength of the material as well as the integrity of the filmmakers gives this coming-of-age story restraint as well as warmth .,1,Explanation:
train,"led by griffin's smartly nuanced performance and enthusiasm , the cast has a lot of fun with the material .",1,"Original: led by griffin's smartly nuanced performance and enthusiasm, the cast has a lot of fun with the material."
train,tuck everlasting achieves a delicate balance of romantic innocence and philosophical depth .,1,Answer:
train,"a gentle blend of present day testimonials , surviving footage of burstein and his family performing , historical archives , and telling stills .",1,Explanation:
train,"a generation x artifact , capturing a brief era of insanity in the sports arena that surely cannot last .",1,"* a generation x artifact, capturing a brief era of insanity in the sports arena that surely cannot last."
train,"possession is elizabeth barrett browning meets nancy drew , and it's directed by . . . neil labute . hmm .",1,"Original: if you're a fan of the original book and movie, and you don't mind a little bit of change in the plot, this is a great movie for you."
train,an uneven but intriguing drama that is part homage and part remake of the italian masterpiece .,1,an uneven but intriguing drama that is part homage and part remake of the italian masterpiece.
train,windtalkers celebrates the human spirit and packs an emotional wallop .,1,A. windtalkers celebrates the human spirit and packs an emotional wallop.
train,"having never been a huge fan of dickens' 800-page novel , it surprised me how much pleasure i had watching mcgrath's version .",1,"I didn't enjoy reading dickens' long novel, but i was very entertained by mcgrath's film."
train,"the best thing the film does is to show us not only what that mind looks like , but how the creative process itself operates .",1,"Original: In this film, we get to see the mind of a genius, but also how the creative process works."
train,"for all its failed connections , divine secrets of the ya-ya sisterhood is nurturing , in a gauzy , dithering way .",1,Answer:
train,this is pretty dicey material . but some unexpected zigs and zags help .,1,<h2>Paraphrase:</h2>
train,compellingly watchable .,1,"<h3>What is the meaning of the word ""compelling""?</h3>"
train,the filmmakers skillfully evoke the sense of menace that nature holds for many urban dwellers .,1,the filmmakers skillfully create the sense of danger that many city dwellers feel about nature.
train,you don't have to be an especially tough grader to give a charitable b-minus to the emperor's club .,1,"I think that the emperor's club is not a particularly tough grader, but it's not a good idea to give it a b-minus."
train,"this romantic thriller is steeped in the atmosphere of wartime england , and ably captures the speech patterns , moral codes and ideals of the 1940s .",1,"the film is a romantic thriller set in the 1940s in england during the war. it captures the way people spoke, their values and ideals."
train,"divine secrets of the ya-ya sisterhood may not be exactly divine , but it's definitely -- defiantly -- ya ya , what with all of those terrific songs and spirited performances .",1,<h2>Paraphrasing Text</h2>
train,"viewed on its own terms , treasure planet is better-than-average family entertainment , but true fans of the stevenson's novel will likely prefer disney's more faithful 1950 live-action swashbuckling classic .",1,"The film is a good family movie, but it isn't as good as the 1950 version."
train,"a journey through memory , a celebration of living , and a sobering rumination on fatality , classism , and ignorance .",1,* a journey through memory
train,resourceful and ingenious entertainment .,1,<strong>Answer:</strong>
train,a historical epic with the courage of its convictions about both scope and detail .,1,Explanation:
train,"we need [moore's] noisy , cocky energy , his passion and class consciousness ; we need his shticks , we need his stones .",1,"I think the original text is saying that we need Moore's loud, confident energy, his passion and class consciousness; we need his shticks, we need his stones."
train,"[gai] comes closer to any actress i can remember to personifying independence in its purest and , yes , most intimidating form .",1,Explanation:
train,"these are lives worth watching , paths worth following .",1,Original:
train,"it's rather like a lifetime special -- pleasant , sweet and forgettable .",1,"It's like a lifetime special: pleasant, sweet and forgettable."
train,a moody horror/thriller elevated by deft staging and the director's well-known narrative gamesmanship .,1,The film is a moody horror/thriller elevated by deft staging and the director's well-known narrative gamesmanship.
train,"as a singular character study , it's perfect . it's also the year's sweetest movie .",1,Explanation:
train,"a graceful , contemplative film that gradually and artfully draws us into a world where the personal and the political get fatally intertwined .",1,"Original: a graceful, contemplative film that gradually and artfully draws us into a world where the personal and the political get fatally intertwined."
train,"while not as aggressively impressive as its american counterpart , "" in the bedroom , "" moretti's film makes its own , quieter observations",1,"moretti's film makes its own, quieter observations, which are not as aggressively impressive as its american counterpart "" in the bedroom."
train,the experience of watching blobby old-school cgi animation in this superlarge format is just surreal enough to be diverting .,1,"The old-school cgi animation is surreal in this superlarge format, which is entertaining."
train,time changer may not be the most memorable cinema session but its profound self-evaluation message about our fragile existence and the absence of spiritual guidance should at least invade an abundance of mindsets,1,Answer:
train,""" the emperor's new clothes "" begins with a simple plan . . . . well , at least that's the plan .",1,"the emperor's new clothes"" begins with a simple plan.... well, at least that's the plan."
train,haynes has so fanatically fetishized every bizarre old-movie idiosyncrasy with such monastic devotion you're not sure if you should applaud or look into having him committed .,1,Original: it is the job of the media to make sure that the public has access to information.
train,"[director peter] jackson and his crew have so steeped themselves in the majesty of tolkien's writing that every frame produces new joys , whether you're a fan of the books or not .",1,"Original: a new film adaptation of ""the lord of the rings"", directed by peter jackson, was released in theaters on december 19th. the film has received critical acclaim and has already grossed more than $100 million at the box office."
train,"while the glass slipper doesn't quite fit , pumpkin is definitely a unique modern fairytale .",1,the glass slipper doesn't quite fit but the pumpkin is definitely a unique modern fairytale.
train,the drama is played out with such aching beauty and truth that it brings tears to your eyes .,1,Answer:
train,"an exciting and involving rock music doc , a smart and satisfying look inside that tumultuous world .",1,<h2><strong>Answer:</strong></h2>
train,"an offbeat , sometimes gross and surprisingly appealing animated film about the true meaning of the holidays .",1,Answer:
train,this version incarnates the prophetic book in a way even its exacting author might admire .,1,"Original: In the end, the narrator of the story has to accept that his relationship with the woman he loves is not destined to work out."
train,"sometimes , nothing satisfies like old-fashioned swashbuckling . and in this regard , on guard delivers .",1,"sometimes, nothing satisfies like old-fashioned swashbuckling. and in this regard, on guard delivers."
train,". . . ambition is in short supply in the cinema , and egoyan tackles his themes and explores his characters' crises with seriousness and compassion .",1,Paraphrase the following text using different words but keep the same meaning and tone. Be concise and natural:
train,"an impossible romance , but we root for the patronized iranian lad .",1,"a romance that could never work out, but we want the persian kid to win."
train,"like dickens with his passages , mcgrath crafts quite moving scenes throughout his resolutely dramatic variation on the novel .",1,I want to know how the original text is related to the paraphrased one.
train,"there's a disreputable air about the whole thing , and that's what makes it irresistible .",1,________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________
train,"an exceedingly clever piece of cinema . another great what you don't see' is much more terrifying than what you do see thriller , coupled with some arresting effects , incandescent tones and stupendous performances",1,Original: the story of a man who must go to his hometown to attend a funeral. there he finds out about a secret that his family have been keeping for years
train,a carefully structured scream of consciousness that is tortured and unsettling--but unquestionably alive .,1,<blockquote>quote:
train,a quietly reflective and melancholy new zealand film about an eventful summer in a 13-year-old girl's life .,1,a quiet and reflective new zealand film about an eventful summer in the life of a 13-year-old girl.
train,"cute , funny , heartwarming digitally animated feature film with plenty of slapstick humor for the kids , lots of in-jokes for the adults and heart enough for everyone .",1,"The movie is a digitally animated feature film that is both cute and funny, with plenty of slapstick humor for the kids and in-jokes for the adults. It has enough heart for everyone."
train,a budget affair that exposes the generally sad existence of the bedouins while providing a precious twinkle of insight into their lives .,1,"Original: a story about a man who is dying of thirst and is unable to find water. He eventually finds a well, but is unable to climb down because his leg is broken."
train,"it suggests the wide-ranging effects of media manipulation , from the kind of reporting that is done by the supposedly liberal media . . . to the intimate and ultimately tragic heartache of maverick individuals like hatfield and hicks .",1,Original: a study of the media and the way it manipulates public opinion and information shows how even the most liberal of the media report stories in a biased way... and how this bias leads to personal tragedy for the individuals involved.
train,"workmanlike , maybe , but still a film with all the elements that made the other three great , scary times at the movies .",1,"workmanlike, maybe, but still a film with all the elements that made the other three great, scary times at the movies."
train,a pleasant enough comedy that should have found a summer place .,1,a pleasant comedy that should have found a summer place.
train,"branagh , in his most forceful non-shakespeare screen performance , grounds even the softest moments in the angry revolt of his wit .",1,Answer:
train,"though the violence is far less sadistic than usual , the film is typical miike : fast , furious and full of off-the-cuff imaginative flourishes .",1,Paraphrase:
train,"compelling as it is exotic , fast runner has a plot that rivals shakespeare for intrigue , treachery and murder .",1,(3 marks)
train,what it lacks in originality it makes up for in intelligence and b-grade stylishness .,1,Explanation:
train,the warm presence of zhao benshan makes the preposterous lying hero into something more than he reasonably should be .,1,the warm presence of zhao benshan makes the lying hero into something more than he should be.
train,"this is as powerful a set of evidence as you'll ever find of why art matters , and how it can resonate far beyond museum walls and through to the most painfully marginal lives .",1,________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________
train,director rob marshall went out gunning to make a great one .,1,"Original: in an interview with the guardian, rob marshall said that his goal in making "" mary poppins returns "" was to make the film "" great ""."
train,skip work to see it at the first opportunity .,1,Answer:
train,bow's best moments are when he's getting busy on the basketball court because that's when he really scores .,1,"When bow is getting busy on the basketball court, he really scores."
train,offers enough playful fun to entertain the preschool set while embracing a wholesome attitude .,1,"Original: It's a simple, lighthearted film that's perfect for the whole family."
train,"in the end , punch-drunk love is one of those films that i wanted to like much more than i actually did . sometimes , that's enough .",1,"The end result is a film that i wanted to like much more than i actually did. I really did want to like it, but in the end, i was disappointed. Sometimes, that's enough."
train,"an intimate , good-humored ethnic comedy like numerous others but cuts deeper than expected .",1,"Original: a comedy about ethnic identity that is different from many others, but is more serious than expected."
train,ice cube holds the film together with an engaging and warm performance . . .,1,The film is held together by an engaging and warm performance by the ice cube.
train,both deeply weird and charmingly dear .,1,"The original text states that both the weird and the dear are present. The weird is described as deeply, while the dear is described as charmingly. This suggests that the two concepts are intertwined and that both can be found in the same place."
train,"as blunt as it is in depicting child abuse , el bola is a movie steeped in an ambiguity that lends its conflicts a symbolic resonance .",1,"Original: a work of art that is at once provocative and disturbing, el bola is a movie that is also a powerful statement about the nature of evil and the human condition."
train,"despite a story predictable enough to make the sound of music play like a nail-biting thriller , its heart is so much in the right place it is difficult to get really peeved at it .",1,"The story is predictable enough to make the sound of music play like a nail-biting thriller, but its heart is in the right place and it is difficult to get really peeved at it."
train,it's a masterpiece .,1,the movie is the best.
train,"an incredibly low-rent danish film , it brings a group of people together in a sweet and charming way , if a little convenient",1,"a very low-budget danish film, it brings a group of people together in a sweet and charming way, although it's a bit of a stretch"
train,"it's the cinematic equivalent of a good page-turner , and even if it's nonsense , its claws dig surprisingly deep .",1,"It's the cinematic equivalent of a good page-turner, and even if it's nonsense, its claws dig surprisingly deep."
train,director nalin pan doesn't do much to weigh any arguments one way or the other . he simply presents his point of view that ayurveda works . no question .,1,director nalin pan doesn't do much to weigh any arguments one way or the other. he simply presents his point of view that ayurveda works. no question.
train,"what "" empire "" lacks in depth it makes up for with its heart .",1,<h2>Paraphrasing</h2>
train,claude miller airs out a tight plot with an easy pace and a focus on character drama over crime-film complications .,1,Original: the story is told with a tight plot and an easy pace. The focus is on character drama rather than crime-film complications.
